,loading,Input,Match type,Approved symbol,Approved name,HGNC ID,Location
PDLIM7,-0.014155287,PDLIM7,Approved symbol,PDLIM7,PDZ and LIM domain 7,HGNC:22958,5q35.3
LRRC32,-0.014154568,LRRC32,Approved symbol,LRRC32,leucine rich repeat containing 32,HGNC:4161,11q13.5
GAS1,-0.014154533,GAS1,Approved symbol,GAS1,growth arrest specific 1,HGNC:4165,9q21.33
SLCO4A1,-0.014146166,SLCO4A1,Approved symbol,SLCO4A1,solute carrier organic anion transporter family member 4A1,HGNC:10953,20q13.33
ABCA7,-0.014145425,ABCA7,Approved symbol,ABCA7,ATP binding cassette subfamily A member 7,HGNC:37,19p13.3
C15orf40,0.014140355,C15orf40,Approved symbol,C15orf40,chromosome 15 open reading frame 40,HGNC:28443,15q25.2
ELL2,-0.014135135,ELL2,Approved symbol,ELL2,elongation factor for RNA polymerase II 2,HGNC:17064,5q15
DDX19B,0.014133548,DDX19B,Approved symbol,DDX19B,DEAD-box helicase 19B,HGNC:2742,16q22.1
ALKBH7,0.014131419,ALKBH7,Approved symbol,ALKBH7,alkB homolog 7,HGNC:21306,19p13.3
APBA2,-0.014126333,APBA2,Approved symbol,APBA2,amyloid beta precursor protein binding family A member 2,HGNC:579,15q13.1
C1orf131,0.014124386,C1orf131,Approved symbol,C1orf131,chromosome 1 open reading frame 131,HGNC:25332,1q42.2
AC008268.2,-0.014121503,AC008268.2,Unmatched,AC008268.2,,,
HINT2,0.014116174,HINT2,Approved symbol,HINT2,histidine triad nucleotide binding protein 2,HGNC:18344,9p13.3
TRIM69,-0.014114894,TRIM69,Approved symbol,TRIM69,tripartite motif containing 69,HGNC:17857,15q15-q21
COLGALT1,-0.014107892,COLGALT1,Approved symbol,COLGALT1,collagen beta(1-O)galactosyltransferase 1,HGNC:26182,19p13.11
PAPSS1,-0.014104472,PAPSS1,Approved symbol,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,HGNC:8603,4q25
IGHV1-69,-0.014104123,IGHV1-69,Approved symbol,IGHV1-69,immunoglobulin heavy variable 1-69,HGNC:5558,14q32.33
MRPL16,0.014100907,MRPL16,Approved symbol,MRPL16,mitochondrial ribosomal protein L16,HGNC:14476,11q12.1
COL5A2,-0.014100906,COL5A2,Approved symbol,COL5A2,collagen type V alpha 2 chain,HGNC:2210,2q32.2
SHISA5,-0.014100361,SHISA5,Approved symbol,SHISA5,shisa family member 5,HGNC:30376,3p21.31
ASS1P5,-0.014099303,ASS1P5,Approved symbol,ASS1P5,argininosuccinate synthetase 1 pseudogene 5,HGNC:768,Xq23
RP4-730K3.3,-0.01409801,RP4-730K3.3,Unmatched,RP4-730K3.3,,,
SLCO3A1,-0.014095979,SLCO3A1,Approved symbol,SLCO3A1,solute carrier organic anion transporter family member 3A1,HGNC:10952,15q26.1
CCNB1IP1,0.014093219,CCNB1IP1,Approved symbol,CCNB1IP1,cyclin B1 interacting protein 1,HGNC:19437,14q11.2
IGHJ2P,-0.014089197,IGHJ2P,Approved symbol,IGHJ2P,immunoglobulin heavy joining 2P (pseudogene),HGNC:5535,14q32.33
MAP7D1,-0.01408395,MAP7D1,Approved symbol,MAP7D1,MAP7 domain containing 1,HGNC:25514,1p34.3
MT2A,0.01407943,MT2A,Approved symbol,MT2A,metallothionein 2A,HGNC:7406,16q13
SND1,-0.01407926,SND1,Approved symbol,SND1,staphylococcal nuclease and tudor domain containing 1,HGNC:30646,7q32.1
COLEC10,-0.014075362,COLEC10,Approved symbol,COLEC10,collectin subfamily member 10,HGNC:2220,8q24.12
SRD5A3,-0.014071609,SRD5A3,Approved symbol,SRD5A3,steroid 5 alpha-reductase 3,HGNC:25812,4q12
DNAJB11,-0.014070191,DNAJB11,Approved symbol,DNAJB11,DnaJ heat shock protein family (Hsp40) member B11,HGNC:14889,3q27.3
IGHJ3P,-0.014066195,IGHJ3P,Approved symbol,IGHJ3P,immunoglobulin heavy joining 3P (pseudogene),HGNC:5537,14q32.33
MEIOB,0.014065235,MEIOB,Approved symbol,MEIOB,meiosis specific with OB-fold,HGNC:28569,16p13.3
AQP7,0.014062409,AQP7,Approved symbol,AQP7,aquaporin 7,HGNC:640,9p13.3
CLC,-0.014062305,CLC,Approved symbol,CLC,Charcot-Leyden crystal galectin,HGNC:2014,19q13.2
DDC,0.014060872,DDC,Approved symbol,DDC,dopa decarboxylase,HGNC:2719,7p12.2-p12.1
CETN3,0.014049085,CETN3,Approved symbol,CETN3,centrin 3,HGNC:1868,5q14.3
KCNA2,-0.014047926,KCNA2,Approved symbol,KCNA2,potassium voltage-gated channel subfamily A member 2,HGNC:6220,1p13.3
LINS,-0.014045913,LINS,Previous symbol,LINS1,lines homolog 1,HGNC:30922,15q26.3
KLRG2,0.014044517,KLRG2,Approved symbol,KLRG2,killer cell lectin like receptor G2,HGNC:24778,7q34
ECEL1,-0.014042186,ECEL1,Approved symbol,ECEL1,endothelin converting enzyme like 1,HGNC:3147,2q37.1
SYVN1,-0.014040721,SYVN1,Approved symbol,SYVN1,synoviolin 1,HGNC:20738,11q13.1
C4BPA,-0.014038662,C4BPA,Approved symbol,C4BPA,complement component 4 binding protein alpha,HGNC:1325,1q32.2
DOCK4,-0.014031661,DOCK4,Approved symbol,DOCK4,dedicator of cytokinesis 4,HGNC:19192,7q31.1
SBNO2,-0.014025131,SBNO2,Approved symbol,SBNO2,strawberry notch homolog 2,HGNC:29158,19p13.3
RBM19,-0.014024043,RBM19,Approved symbol,RBM19,RNA binding motif protein 19,HGNC:29098,12q24.13-q24.21
GBP1P1,-0.014023992,GBP1P1,Approved symbol,GBP1P1,guanylate binding protein 1 pseudogene 1,HGNC:39561,1p22.2
RP11-44K6.2,-0.014023757,RP11-44K6.2,Unmatched,RP11-44K6.2,,,
AC092580.4,-0.014023543,AC092580.4,Unmatched,AC092580.4,,,
LILRB3,-0.014019046,LILRB3,Approved symbol,LILRB3,leukocyte immunoglobulin like receptor B3,HGNC:6607,19q13.42
GPR119,0.014006394,GPR119,Approved symbol,GPR119,G protein-coupled receptor 119,HGNC:19060,Xq26.1
TCHP,-0.014004157,TCHP,Approved symbol,TCHP,trichoplein keratin filament binding,HGNC:28135,12q24.11
CKAP2,-0.01400078,CKAP2,Approved symbol,CKAP2,cytoskeleton associated protein 2,HGNC:1990,13q14.3
RNF144B,-0.013995185,RNF144B,Approved symbol,RNF144B,ring finger protein 144B,HGNC:21578,6p22.3
RPS3A,0.013994997,RPS3A,Approved symbol,RPS3A,ribosomal protein S3A,HGNC:10421,4q31.3
CYP2C9,-0.013992907,CYP2C9,Approved symbol,CYP2C9,cytochrome P450 family 2 subfamily C member 9,HGNC:2623,10q23.33
BHLHE40,-0.013990682,BHLHE40,Approved symbol,BHLHE40,basic helix-loop-helix family member e40,HGNC:1046,3p26.1
IRAK4,-0.013989134,IRAK4,Approved symbol,IRAK4,interleukin 1 receptor associated kinase 4,HGNC:17967,12q12
AC079602.1,0.0139862,AC079602.1,Unmatched,AC079602.1,,,
SERPINB2,-0.013986012,SERPINB2,Approved symbol,SERPINB2,serpin family B member 2,HGNC:8584,18q21.33-q22.1
RP3-393E18.2,-0.013985431,RP3-393E18.2,Unmatched,RP3-393E18.2,,,
STC2,-0.013974006,STC2,Approved symbol,STC2,stanniocalcin 2,HGNC:11374,5q35.2
AC016735.2,-0.013973591,AC016735.2,Alias symbol,LINC02590,long intergenic non-protein coding RNA 2590,HGNC:53861,2p21
CCDC163P,-0.013972642,CCDC163P,Previous symbol,CCDC163,coiled-coil domain containing 163,HGNC:27003,1p34.1
IGSF6,-0.013971496,IGSF6,Approved symbol,IGSF6,immunoglobulin superfamily member 6,HGNC:5953,16p12.2
GLIPR2,0.013960664,GLIPR2,Approved symbol,GLIPR2,GLI pathogenesis related 2,HGNC:18007,9p13.3
ACACB,0.013959708,ACACB,Approved symbol,ACACB,acetyl-CoA carboxylase beta,HGNC:85,12q24.11
MUC16,-0.013957699,MUC16,Approved symbol,MUC16,"mucin 16, cell surface associated",HGNC:15582,19p13.2
SULT2B1,-0.013956504,SULT2B1,Approved symbol,SULT2B1,sulfotransferase family 2B member 1,HGNC:11459,19q13.33
SEZ6,0.013953889,SEZ6,Approved symbol,SEZ6,seizure related 6 homolog,HGNC:15955,17q11.2
MEI1,-0.013952047,MEI1,Approved symbol,MEI1,meiotic double-stranded break formation protein 1,HGNC:28613,22q13.2
CKAP2L,-0.01394937,CKAP2L,Approved symbol,CKAP2L,cytoskeleton associated protein 2 like,HGNC:26877,2q14.1
NOC3L,-0.013947255,NOC3L,Approved symbol,NOC3L,NOC3 like DNA replication regulator,HGNC:24034,10q23.33
NOTUM,-0.013946417,NOTUM,Approved symbol,NOTUM,"notum, palmitoleoyl-protein carboxylesterase",HGNC:27106,17q25.3
C20orf112,0.013944777,C20orf112,Previous symbol,NOL4L,nucleolar protein 4 like,HGNC:16106,20q11.21
AFAP1L2,-0.013941845,AFAP1L2,Approved symbol,AFAP1L2,actin filament associated protein 1 like 2,HGNC:25901,10q25.3
IGHV3-23,-0.01393601,IGHV3-23,Approved symbol,IGHV3-23,immunoglobulin heavy variable 3-23,HGNC:5588,14q32.33
TMEM101,0.013931498,TMEM101,Approved symbol,TMEM101,transmembrane protein 101,HGNC:28653,17q21.31
BACE2,-0.013928328,BACE2,Approved symbol,BACE2,beta-secretase 2,HGNC:934,21q22.2-q22.3
DHRSX,0.01392672,DHRSX,Approved symbol,DHRSX,dehydrogenase/reductase X-linked,HGNC:18399,Xp22.33 and Yp11.2
PPP4R4,-0.013924096,PPP4R4,Approved symbol,PPP4R4,protein phosphatase 4 regulatory subunit 4,HGNC:23788,14q32.2
IGHV1-45,-0.013923477,IGHV1-45,Approved symbol,IGHV1-45,immunoglobulin heavy variable 1-45,HGNC:5553,14q32.33
FGF2,-0.013923149,FGF2,Approved symbol,FGF2,fibroblast growth factor 2,HGNC:3676,4q28.1
AQP11,0.013922587,AQP11,Approved symbol,AQP11,aquaporin 11,HGNC:19940,11q14.1
RP4-794H19.1,0.013922322,RP4-794H19.1,Unmatched,RP4-794H19.1,,,
VWA5B2,0.013914809,VWA5B2,Approved symbol,VWA5B2,von Willebrand factor A domain containing 5B2,HGNC:25144,3q27.1
AURKA,-0.013913242,AURKA,Approved symbol,AURKA,aurora kinase A,HGNC:11393,20q13.2
IL37,0.013911797,IL37,Approved symbol,IL37,interleukin 37,HGNC:15563,2q14.1
AGPAT4,-0.013907554,AGPAT4,Approved symbol,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,HGNC:20885,6q26
HEXIM1,0.013907456,HEXIM1,Approved symbol,HEXIM1,HEXIM P-TEFb complex subunit 1,HGNC:24953,17q21.31
KIF3A,-0.013898816,KIF3A,Approved symbol,KIF3A,kinesin family member 3A,HGNC:6319,5q31.1
STAT1,-0.013897291,STAT1,Approved symbol,STAT1,signal transducer and activator of transcription 1,HGNC:11362,2q32.2
NCK2,0.01389705,NCK2,Approved symbol,NCK2,NCK adaptor protein 2,HGNC:7665,2q12.2
SRM,-0.013897039,SRM,Approved symbol,SRM,spermidine synthase,HGNC:11296,1p36.22
CRISPLD1,-0.01389572,CRISPLD1,Approved symbol,CRISPLD1,cysteine rich secretory protein LCCL domain containing 1,HGNC:18206,8q21.13
DUSP7,-0.013894925,DUSP7,Approved symbol,DUSP7,dual specificity phosphatase 7,HGNC:3073,3p21.2
LATS2,-0.013894522,LATS2,Approved symbol,LATS2,large tumor suppressor kinase 2,HGNC:6515,13q12.11
MAGI2,0.013894083,MAGI2,Approved symbol,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",HGNC:18957,7q21.11
PDIA4,-0.013891954,PDIA4,Approved symbol,PDIA4,protein disulfide isomerase family A member 4,HGNC:30167,7q36.1
KNSTRN,-0.013887639,KNSTRN,Approved symbol,KNSTRN,kinetochore localized astrin (SPAG5) binding protein,HGNC:30767,15q15.1
CCNA2,-0.013887553,CCNA2,Approved symbol,CCNA2,cyclin A2,HGNC:1578,4q27
CITED2,0.01388107,CITED2,Approved symbol,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,HGNC:1987,6q24.1
ANXA2P1,-0.013879644,ANXA2P1,Approved symbol,ANXA2P1,annexin A2 pseudogene 1,HGNC:538,4q31.3
TNNC1,0.013878909,TNNC1,Approved symbol,TNNC1,"troponin C1, slow skeletal and cardiac type",HGNC:11943,3p21.1
HNF1A,0.013873224,HNF1A,Approved symbol,HNF1A,HNF1 homeobox A,HGNC:11621,12q24.31
FOXP1,0.013869363,FOXP1,Approved symbol,FOXP1,forkhead box P1,HGNC:3823,3p13
IGHV3-41,-0.013867552,IGHV3-41,Approved symbol,IGHV3-41,immunoglobulin heavy variable 3-41 (pseudogene),HGNC:5602,14q32.33
PLVAP,-0.013865686,PLVAP,Approved symbol,PLVAP,plasmalemma vesicle associated protein,HGNC:13635,19p13.11
RP3-467K16.4,-0.013864774,RP3-467K16.4,Unmatched,RP3-467K16.4,,,
EXO1,-0.013860206,EXO1,Approved symbol,EXO1,exonuclease 1,HGNC:3511,1q43
HOMER1,-0.013858455,HOMER1,Approved symbol,HOMER1,homer scaffold protein 1,HGNC:17512,5q14.1
PLEKHF1,-0.013857972,PLEKHF1,Approved symbol,PLEKHF1,pleckstrin homology and FYVE domain containing 1,HGNC:20764,19q12
TRNAU1AP,-0.013854918,TRNAU1AP,Approved symbol,TRNAU1AP,tRNA selenocysteine 1 associated protein 1,HGNC:30813,1p35.3
SST,0.013850997,SST,Approved symbol,SST,somatostatin,HGNC:11329,3q27.3
GEN1,-0.013849081,GEN1,Approved symbol,GEN1,GEN1 Holliday junction 5' flap endonuclease,HGNC:26881,2p24.2
DMGDH,0.013847552,DMGDH,Approved symbol,DMGDH,dimethylglycine dehydrogenase,HGNC:24475,5q14.1
DPP6,0.013843652,DPP6,Approved symbol,DPP6,dipeptidyl peptidase like 6,HGNC:3010,7q36.2
SLC25A21-AS1,0.013843123,SLC25A21-AS1,Approved symbol,SLC25A21-AS1,SLC25A21 antisense RNA 1,HGNC:44298,14q13.3
OSCAR,-0.013839844,OSCAR,Approved symbol,OSCAR,osteoclast associated Ig-like receptor,HGNC:29960,19q13.42
CTC-558O2.2,0.013838125,CTC-558O2.2,Unmatched,CTC-558O2.2,,,
IGKV4-1,-0.013837797,IGKV4-1,Approved symbol,IGKV4-1,immunoglobulin kappa variable 4-1,HGNC:5834,2p11.2
FOXS1,-0.013837015,FOXS1,Approved symbol,FOXS1,forkhead box S1,HGNC:3735,20q11.21
SLCO4C1,0.013836095,SLCO4C1,Approved symbol,SLCO4C1,solute carrier organic anion transporter family member 4C1,HGNC:23612,5q21.1
DEFA5,-0.013834279,DEFA5,Approved symbol,DEFA5,defensin alpha 5,HGNC:2764,8p23.1
MTHFD2,-0.013828747,MTHFD2,Approved symbol,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",HGNC:7434,2p13.1
RP11-81N13.1,0.013827427,RP11-81N13.1,Unmatched,RP11-81N13.1,,,
DKK1,-0.013827402,DKK1,Approved symbol,DKK1,dickkopf WNT signaling pathway inhibitor 1,HGNC:2891,10q21.1
RP11-64C12.3,0.013825804,RP11-64C12.3,Unmatched,RP11-64C12.3,,,
MUC5AC,-0.013817043,MUC5AC,Approved symbol,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,11p15.5
ZNF493,0.013812892,ZNF493,Approved symbol,ZNF493,zinc finger protein 493,HGNC:23708,19p12
RP11-211G23.2,-0.013812757,RP11-211G23.2,Unmatched,RP11-211G23.2,,,
FZD4,-0.013804851,FZD4,Approved symbol,FZD4,frizzled class receptor 4,HGNC:4042,11q14.2
MT1P3,0.013800987,MT1P3,Approved symbol,MT1P3,metallothionein 1 pseudogene 3,HGNC:16120,20q11.22
ELAC1,0.013794256,ELAC1,Approved symbol,ELAC1,elaC ribonuclease Z 1,HGNC:14197,18q21.2
PKD1L3,-0.013793001,PKD1L3,Approved symbol,PKD1L3,"polycystin 1 like 3, transient receptor potential channel interacting",HGNC:21716,16q22.2
RP11-541N10.3,0.013790167,RP11-541N10.3,Unmatched,RP11-541N10.3,,,
RPS18,0.01378836,RPS18,Approved symbol,RPS18,ribosomal protein S18,HGNC:10401,6p21.32
TFE3,-0.013788194,TFE3,Approved symbol,TFE3,transcription factor binding to IGHM enhancer 3,HGNC:11752,Xp11.23
SERPINB8,-0.013786024,SERPINB8,Approved symbol,SERPINB8,serpin family B member 8,HGNC:8952,18q22.1
TMEM237,-0.013783872,TMEM237,Approved symbol,TMEM237,transmembrane protein 237,HGNC:14432,2q33.1
LDHA,-0.013778813,LDHA,Approved symbol,LDHA,lactate dehydrogenase A,HGNC:6535,11p15.1
ZNF608,0.013778741,ZNF608,Approved symbol,ZNF608,zinc finger protein 608,HGNC:29238,5q23.2
RDH11,-0.013777856,RDH11,Approved symbol,RDH11,retinol dehydrogenase 11,HGNC:17964,14q24.1
CHEK1,-0.01377608,CHEK1,Approved symbol,CHEK1,checkpoint kinase 1,HGNC:1925,11q24.2
FAM124A,-0.013772742,FAM124A,Approved symbol,FAM124A,family with sequence similarity 124 member A,HGNC:26413,13q14.3
RP11-800A3.4,0.013771102,RP11-800A3.4,Unmatched,RP11-800A3.4,,,
NUP37,-0.013768034,NUP37,Approved symbol,NUP37,nucleoporin 37,HGNC:29929,12q23.2
KTN1-AS1,0.013767299,KTN1-AS1,Approved symbol,KTN1-AS1,KTN1 antisense RNA 1,HGNC:19842,14q22.3
USP15,-0.013765209,USP15,Approved symbol,USP15,ubiquitin specific peptidase 15,HGNC:12613,12q14.1
VRK2,-0.013764676,VRK2,Approved symbol,VRK2,VRK serine/threonine kinase 2,HGNC:12719,2p16.1
STRADB,0.01376202,STRADB,Approved symbol,STRADB,STE20 related adaptor beta,HGNC:13205,2q33.1
RP11-798K3.2,0.013756252,RP11-798K3.2,Unmatched,RP11-798K3.2,,,
ASB13,0.013753843,ASB13,Approved symbol,ASB13,ankyrin repeat and SOCS box containing 13,HGNC:19765,10p15.1
FILIP1,-0.013750226,FILIP1,Approved symbol,FILIP1,filamin A interacting protein 1,HGNC:21015,6q14.1
RP11-738O11.13,0.013748303,RP11-738O11.13,Unmatched,RP11-738O11.13,,,
C6,0.013742598,C6,Approved symbol,C6,complement C6,HGNC:1339,5p13.1
GTF2E2,-0.013742324,GTF2E2,Approved symbol,GTF2E2,general transcription factor IIE subunit 2,HGNC:4651,8p12
RP11-536K7.3,-0.013741504,RP11-536K7.3,Unmatched,RP11-536K7.3,,,
ZFAND2B,0.013739923,ZFAND2B,Approved symbol,ZFAND2B,zinc finger AN1-type containing 2B,HGNC:25206,2q35
SLC2A5,-0.01373478,SLC2A5,Approved symbol,SLC2A5,solute carrier family 2 member 5,HGNC:11010,1p36.23
ZNF124,0.013734008,ZNF124,Approved symbol,ZNF124,zinc finger protein 124,HGNC:12907,1q44
NID1,-0.013731281,NID1,Approved symbol,NID1,nidogen 1,HGNC:7821,1q42.3
IGHV3OR16-7,-0.013724646,IGHV3OR16-7,Approved symbol,IGHV3OR16-7,immunoglobulin heavy variable 3/OR16-7 (pseudogene),HGNC:5642,16p11.2
KCNE1,-0.013722618,KCNE1,Approved symbol,KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1,HGNC:6240,21q22.12
ZNF821,0.013711433,ZNF821,Approved symbol,ZNF821,zinc finger protein 821,HGNC:28043,16q22.2
CT62,0.013704819,CT62,Approved symbol,CT62,cancer/testis associated 62,HGNC:27286,15q23
C9orf40,0.013704474,C9orf40,Approved symbol,C9orf40,chromosome 9 open reading frame 40,HGNC:23433,9q21.13
SLC46A2,-0.013703412,SLC46A2,Approved symbol,SLC46A2,solute carrier family 46 member 2,HGNC:16055,9q32
AC084809.2,0.013703087,AC084809.2,Unmatched,AC084809.2,,,
TSTD3,0.013699376,TSTD3,Approved symbol,TSTD3,thiosulfate sulfurtransferase like domain containing 3,HGNC:40910,6q16.2
SIDT2,0.013696732,SIDT2,Approved symbol,SIDT2,SID1 transmembrane family member 2,HGNC:24272,11q23.3
ZCCHC14,0.013696118,ZCCHC14,Approved symbol,ZCCHC14,zinc finger CCHC-type containing 14,HGNC:24134,16q24.2
MAP1LC3A,0.013690294,MAP1LC3A,Approved symbol,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha,HGNC:6838,20q11.22
PMM1,0.013686821,PMM1,Approved symbol,PMM1,phosphomannomutase 1,HGNC:9114,22q13.2
SIGLEC9,-0.013685915,SIGLEC9,Approved symbol,SIGLEC9,sialic acid binding Ig like lectin 9,HGNC:10878,19q13.3-q13.4
LINC00937,-0.013683983,LINC00937,Approved symbol,LINC00937,long intergenic non-protein coding RNA 937,HGNC:48629,12p13.31
IGHV3-21,-0.01367448,IGHV3-21,Approved symbol,IGHV3-21,immunoglobulin heavy variable 3-21,HGNC:5586,14q32.33
CDCA8,-0.013674297,CDCA8,Approved symbol,CDCA8,cell division cycle associated 8,HGNC:14629,1p34.3
CACNG4,0.013674047,CACNG4,Approved symbol,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4,HGNC:1408,17q24.2
RPS10P7,0.013672308,RPS10P7,Approved symbol,RPS10P7,ribosomal protein S10 pseudogene 7,HGNC:36423,1q32.1
AC129778.7,-0.013672264,AC129778.7,Unmatched,AC129778.7,,,
NPR1,-0.013669184,NPR1,Approved symbol,NPR1,natriuretic peptide receptor 1,HGNC:7943,1q21.3
SNAI3-AS1,-0.01366334,SNAI3-AS1,Approved symbol,SNAI3-AS1,SNAI3 antisense RNA 1,HGNC:28327,16q24.2
TWIST1,-0.013662571,TWIST1,Approved symbol,TWIST1,twist family bHLH transcription factor 1,HGNC:12428,7p21.1
RAB17,0.013662436,RAB17,Approved symbol,RAB17,"RAB17, member RAS oncogene family",HGNC:16523,2q37.3
CXCR2P1,-0.013660027,CXCR2P1,Approved symbol,CXCR2P1,C-X-C motif chemokine receptor 2 pseudogene 1,HGNC:6028,2q35
DIAPH3,-0.013659457,DIAPH3,Approved symbol,DIAPH3,diaphanous related formin 3,HGNC:15480,13q21.2
AC137932.6,-0.013658897,AC137932.6,Unmatched,AC137932.6,,,
CORO1C,-0.013654235,CORO1C,Approved symbol,CORO1C,coronin 1C,HGNC:2254,12q24.11
RTP4,-0.013654202,RTP4,Approved symbol,RTP4,receptor transporter protein 4,HGNC:23992,3q27.3
CHCHD10,0.013653755,CHCHD10,Approved symbol,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10,HGNC:15559,22q11.23
ZNF395,0.01365335,ZNF395,Approved symbol,ZNF395,zinc finger protein 395,HGNC:18737,8p21.1
PTPN12,-0.013648872,PTPN12,Approved symbol,PTPN12,protein tyrosine phosphatase non-receptor type 12,HGNC:9645,7q11.23
GMDS-AS1,0.013646604,GMDS-AS1,Previous symbol,GMDS-DT,GMDS divergent transcript,HGNC:48993,6p25.3-p25.2
NOS3,-0.013646221,NOS3,Approved symbol,NOS3,nitric oxide synthase 3,HGNC:7876,7q36.1
RP11-153M7.3,-0.013645995,RP11-153M7.3,Unmatched,RP11-153M7.3,,,
APOL4,-0.013643333,APOL4,Approved symbol,APOL4,apolipoprotein L4,HGNC:14867,22q12.3
SGMS1,-0.013641536,SGMS1,Approved symbol,SGMS1,sphingomyelin synthase 1,HGNC:29799,10q11.23
SORL1,0.013639616,SORL1,Approved symbol,SORL1,sortilin related receptor 1,HGNC:11185,11q24.1
RP11-436F9.1,0.013634998,RP11-436F9.1,Unmatched,RP11-436F9.1,,,
CTD-3195I5.1,0.013630097,CTD-3195I5.1,Unmatched,CTD-3195I5.1,,,
WDR92,0.013622082,WDR92,Approved symbol,WDR92,WD repeat domain 92,HGNC:25176,2p14
RP11-415C15.3,0.013621299,RP11-415C15.3,Unmatched,RP11-415C15.3,,,
PRDX4,-0.013616834,PRDX4,Approved symbol,PRDX4,peroxiredoxin 4,HGNC:17169,Xp22.11
MPST,0.013611837,MPST,Approved symbol,MPST,mercaptopyruvate sulfurtransferase,HGNC:7223,22q12.3
MELK,-0.013611687,MELK,Approved symbol,MELK,maternal embryonic leucine zipper kinase,HGNC:16870,9p13.2
SPTBN5,-0.013611538,SPTBN5,Approved symbol,SPTBN5,"spectrin beta, non-erythrocytic 5",HGNC:15680,15q21
SPC24,-0.013609931,SPC24,Approved symbol,SPC24,SPC24 component of NDC80 kinetochore complex,HGNC:26913,19p13.2
CALR,-0.013606716,CALR,Approved symbol,CALR,calreticulin,HGNC:1455,19p13.13
TAPT1,0.013604882,TAPT1,Approved symbol,TAPT1,transmembrane anterior posterior transformation 1,HGNC:26887,4p15.32
CTA-217C2.1,-0.013602692,CTA-217C2.1,Unmatched,CTA-217C2.1,,,
ART3,-0.013601074,ART3,Approved symbol,ART3,ADP-ribosyltransferase 3 (inactive),HGNC:725,4q21.1
RNU6-1161P,-0.013600584,RNU6-1161P,Approved symbol,RNU6-1161P,"RNA, U6 small nuclear 1161, pseudogene",HGNC:48124,22q13.31
RP11-44F14.1,-0.013589169,RP11-44F14.1,Unmatched,RP11-44F14.1,,,
PHF20,-0.01358708,PHF20,Approved symbol,PHF20,PHD finger protein 20,HGNC:16098,20q11.22-q11.23
CTD-2132N18.4,0.013584552,CTD-2132N18.4,Unmatched,CTD-2132N18.4,,,
KIAA0355,0.013579406,KIAA0355,Previous symbol,GARRE1,granule associated Rac and RHOG effector 1,HGNC:29016,19q13.11
RSPO3,-0.013574874,RSPO3,Approved symbol,RSPO3,R-spondin 3,HGNC:20866,6q22.33
DECR2,0.013572428,DECR2,Approved symbol,DECR2,"2,4-dienoyl-CoA reductase 2",HGNC:2754,16p13.3
IGKV1-5,-0.013571578,IGKV1-5,Approved symbol,IGKV1-5,immunoglobulin kappa variable 1-5,HGNC:5741,2p11.2
IQCD,-0.013570092,IQCD,Approved symbol,IQCD,IQ motif containing D,HGNC:25168,12q24.13
ALDH4A1,-0.013565789,ALDH4A1,Approved symbol,ALDH4A1,aldehyde dehydrogenase 4 family member A1,HGNC:406,1p36.13
NARF,-0.013562289,NARF,Approved symbol,NARF,nuclear prelamin A recognition factor,HGNC:29916,17q25.3
MYEOV,-0.013560649,MYEOV,Approved symbol,MYEOV,myeloma overexpressed,HGNC:7563,11q13.3
RASGEF1B,-0.013560306,RASGEF1B,Approved symbol,RASGEF1B,RasGEF domain family member 1B,HGNC:24881,4q21.21
HLA-DQB1,-0.013556735,HLA-DQB1,Approved symbol,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",HGNC:4944,6p21.32
UBE2T,-0.013555622,UBE2T,Approved symbol,UBE2T,ubiquitin conjugating enzyme E2 T,HGNC:25009,1q32.1
